uLabel,h1,h2,h3,h4,h5,ax,ay,az,uL dev_yaw,uL dev_pitch,uL dev_roll,uL Timestamp,uMyo1,uM1 d1,uM1 d2,uM1 d3,uM1 d4,uM1 d5,uM1 d6,uM1 d7,uM1 d8,uM1 ds1,uM1 ds2,uM1 ds3,uM1 ds4,uM1 ax,uM1 ay,uM1 az,uM1 dev_yaw,uM1 dev_pitch,uM1 dev_roll,uM1 Timestamp,uMyo2,uM2 d1,uM2 d2,uM2 d3,uM2 d4,uM2 d5,uM2 d6,uM2 d7,uM2 d8,uM2 ds1,uM2 ds2,uM2 ds3,uM2 ds4,uM2 ax,uM2 ay,uM2 az,uM2 dev_yaw,uM2 dev_pitch,uM2 dev_roll,uM2 Timestamp,uMyo3,uM3 d1,uM3 d2,uM3 d3,uM3 d4,uM3 d5,uM3 d6,uM3 d7,uM3 d8,uM3 ds1,uM3 ds2,uM3 ds3,uM3 ds4,uM3 ax,uM3 ay,uM3 az,uM3 dev_yaw,uM3 dev_pitch,uM3 dev_roll,uM3 Timestamp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31444,30548,30504,30052,30916,39,-198,16845,-149,0,216,1709870387,0,12169,12208,12218,12222,12320,12402,12425,12390,32818,492,154,141,15813,3576,-3544,0,0,0,1709870387,1,18281,18222,18178,18232,18285,18304,18331,18457,15218,382,172,123,14435,-6140,4624,0,0,0,1709870387,2,18472,18397,18411,18423,18427,18412,18526,18615,16611,311,232,86,7448,-3994,-13463,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
1,31496,30544,30516,29944,30724,39,-198,16845,-149,0,216,1709870387,0,12293,12178,12085,12075,12094,12121,12133,12180,31623,324,174,85,15862,3358,-3144,0,0,0,1709870387,1,18205,18292,18372,18345,18234,18163,18143,18124,14806,485,77,40,14393,-6012,4642,0,0,0,1709870387,2,17645,17692,17783,17814,17853,17750,17592,17522,10579,578,162,47,7409,-4340,-13955,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
1,31512,30580,30544,29784,30304,39,-198,16845,-149,0,216,1709870387,0,12117,12159,12193,12135,12154,12223,12299,12324,32068,289,234,145,15883,3462,-2668,0,0,0,1709870387,1,17502,17500,17528,17613,17698,17689,17628,17528,9614,426,65,26,15242,-6543,4356,0,0,0,1709870387,2,17412,17497,17502,17396,17311,17303,17311,17330,7990,420,116,12,7629,-4399,-13907,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
1,31524,30588,30480,29936,30860,39,-198,16845,-149,0,216,1709870387,0,12250,12218,12245,12265,12270,12309,12377,12452,32850,332,215,109,15720,3823,-2921,0,0,0,1709870387,1,17845,17765,17681,17652,17683,17746,17810,17887,10997,442,46,29,14929,-6680,4598,0,0,0,1709870387,2,18070,18110,18116,18137,18211,18270,18251,18083,14176,359,181,60,7739,-4538,-13857,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
1,31412,30528,30476,29788,30968,39,-198,16845,-149,0,216,1709870387,0,12340,12229,12190,12168,12173,12178,12228,12270,32240,284,99,58,15589,3546,-3027,0,0,0,1709870387,1,18344,18346,18377,18453,18525,18584,18557,18428,16542,493,81,29,15057,-6470,4377,0,0,0,1709870387,2,18588,18586,18623,18622,18630,18687,18744,18762,18170,291,185,85,7756,-4259,-13911,0,0,0,1709870387,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870387
1,31468,30564,30524,29540,30972,39,-198,16845,-149,0,216,1709870388,0,12082,12114,12133,12215,12321,12369,12319,12223,32240,556,66,64,15614,3457,-3243,0,0,0,1709870388,1,18166,18076,17923,17774,17700,17709,17792,17862,11930,853,212,158,14489,-6201,4564,0,0,0,1709870388,2,18147,18176,18221,18180,18125,17990,17924,17942,13633,596,134,58,7483,-4123,-13671,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31568,30572,30716,25412,31036,39,-198,16845,-149,0,216,1709870388,0,12282,12336,12335,12274,12134,12130,12138,12159,32252,474,65,88,15203,3709,-3509,0,0,0,1709870388,1,17327,17366,17397,17436,17480,17619,17832,17862,9247,915,525,279,14895,-6295,4459,0,0,0,1709870388,2,17660,17597,17553,17511,17554,17582,17562,17537,9484,136,164,77,7877,-4364,-13614,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31468,30592,30668,26764,30884,39,-198,16845,-149,0,216,1709870388,0,12190,12239,12303,12406,12395,12310,12211,12186,32704,455,83,13,15451,3899,-2759,0,0,0,1709870388,1,17808,17683,17697,17698,17729,17752,17822,17905,11022,365,168,72,14668,-6419,4681,0,0,0,1709870388,2,17682,17697,17699,17749,17847,17928,17989,17940,11459,619,171,136,7515,-4489,-13583,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31512,30668,30724,26688,30948,39,-198,16845,-149,0,216,1709870388,0,12199,12221,12280,12342,12406,12386,12268,12142,32708,466,135,52,15198,3385,-2854,0,0,0,1709870388,1,18689,18602,18538,18515,18492,18457,18445,18473,17139,351,210,130,15347,-6317,4417,0,0,0,1709870388,2,18240,18311,18327,18268,18201,18207,18240,18227,14949,207,128,16,7704,-4369,-13651,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31448,30596,30544,29316,30948,39,-198,16845,-149,0,216,1709870388,0,12088,12110,12122,12142,12156,12213,12271,12284,31850,324,181,98,15694,3647,-2786,0,0,0,1709870388,1,18102,18134,18142,18191,18333,18452,18466,18347,15095,744,179,116,14910,-6420,4126,0,0,0,1709870388,2,18301,18403,18474,18500,18404,18318,18278,18271,15877,465,68,26,7222,-4438,-14014,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31504,30512,30516,30020,31000,39,-198,16845,-149,0,216,1709870388,0,11993,12000,12095,12193,12220,12178,12085,12040,31268,461,64,28,15513,3821,-3580,0,0,0,1709870388,1,17510,17572,17626,17590,17443,17330,17339,17382,8720,612,71,53,14722,-6238,4595,0,0,0,1709870388,2,17979,17853,17772,17771,17779,17770,17769,17829,11450,300,218,101,7748,-4275,-13394,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31512,30552,30264,30008,31028,39,-198,16845,-149,0,216,1709870388,0,12184,12297,12370,12414,12385,12285,12151,12131,32681,580,60,14,16142,3395,-3336,0,0,0,1709870388,1,17765,17709,17647,17640,17680,17687,17693,17756,10505,214,105,24,14834,-5971,4461,0,0,0,1709870388,2,17610,17649,17648,17645,17697,17755,17777,17702,10411,272,131,54,7613,-4303,-13510,0,0,0,1709870388,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870388
1,31520,30580,29060,30124,31044,39,-198,16845,-149,0,216,1709870388,0,12217,12229,12246,12260,12295,12421,12493,12493,33118,549,249,119,15660,3150,-2937,0,0,0,1709870389,1,18429,18472,18443,18330,18283,18241,18223,18277,15626,500,115,27,15168,-6343,4405,0,0,0,1709870389,2,18210,18284,18314,18223,18111,18038,18014,17996,14118,644,103,92,7475,-4271,-13604,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31624,30836,27436,30264,31044,39,-198,16845,-149,0,216,1709870389,0,12215,12216,12161,12145,12223,12293,12299,12246,32262,264,120,27,15443,3098,-2593,0,0,0,1709870389,1,18316,18349,18328,18204,18158,18178,18215,18181,14857,362,157,58,15303,-6564,4258,0,0,0,1709870389,2,18352,18272,18270,18319,18309,18250,18247,18375,15322,98,224,48,7443,-4399,-14134,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31564,30724,29572,30276,31024,39,-198,16845,-149,0,216,1709870389,0,12101,12169,12204,12160,11894,11906,11944,11991,30832,628,170,147,15104,3966,-3534,0,0,0,1709870389,1,17444,17386,17347,17344,17375,17415,17484,17530,8253,340,73,44,14603,-6658,5054,0,0,0,1709870389,2,18204,18129,18024,18012,18053,18073,18107,18154,13684,324,131,24,7805,-4736,-13464,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31508,30668,27036,30224,30976,39,-198,16845,-149,0,216,1709870389,0,12138,12044,12025,12059,12096,12102,12139,12234,31301,305,162,65,16058,3707,-2636,0,0,0,1709870389,1,17447,17547,17627,17663,17624,17547,17425,17390,9198,541,45,18,14826,-6559,4412,0,0,0,1709870389,2,17795,17767,17641,17498,17417,17383,17419,17442,9290,810,259,171,7608,-4314,-13724,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31492,30584,30108,30080,31000,39,-198,16845,-149,0,216,1709870389,0,12381,12359,12237,12176,12161,12194,12207,12208,32386,380,195,103,15774,3416,-3134,0,0,0,1709870389,1,18205,18214,18198,18267,18374,18440,18415,18319,15360,506,76,50,15056,-6296,4447,0,0,0,1709870389,2,17520,17525,17547,17599,17693,17734,17783,17751,10080,535,148,134,7869,-4297,-13639,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31532,30508,30508,30064,31020,39,-198,16845,-149,0,216,1709870389,0,12666,12694,12638,12516,12278,12254,12208,12172,33889,1084,277,343,15879,3553,-3020,0,0,0,1709870389,1,18705,18808,18852,18787,18631,18599,18558,18573,18441,597,87,77,14544,-6157,4625,0,0,0,1709870389,2,18219,18211,18064,17964,17959,17952,17978,18042,13317,542,207,47,7557,-4272,-13508,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31532,30480,30540,30072,31048,39,-198,16845,-149,0,216,1709870389,0,12093,12123,12290,12554,12659,12730,12732,12717,34361,1321,497,272,15637,3426,-2885,0,0,0,1709870389,1,18242,18324,18334,18270,18088,17984,17893,17823,13886,1000,238,257,15045,-6376,4646,0,0,0,1709870389,2,18418,18525,18670,18822,18792,18680,18495,18318,17648,939,79,116,8162,-4350,-13455,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31576,28192,30688,30012,31080,39,-198,16845,-149,0,216,1709870389,0,11545,11420,11459,11519,11775,12082,12366,12586,29216,2130,786,605,15759,3590,-3632,0,0,0,1709870389,1,17144,17267,17441,17498,17535,17548,17607,17542,8510,684,432,232,14745,-6299,4801,0,0,0,1709870389,2,18037,18142,18244,18150,18224,18221,18087,18261,14294,165,84,358,7514,-4375,-13763,0,0,0,1709870389,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870389
1,31656,26572,30740,30084,31128,39,-198,16845,-149,0,216,1709870390,0,11686,11994,11943,11710,11414,11318,11499,11525,27553,1221,350,181,15405,3694,-3638,0,0,0,1709870390,1,17610,17753,17881,17880,17825,17870,18084,18218,12049,528,711,389,15073,-6552,4886,0,0,0,1709870390,2,17894,17942,17931,17839,17716,17678,17679,17839,11446,570,58,65,8131,-4422,-13885,0,0,0,1709870390,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390
1,31664,28256,30708,30052,31068,39,-198,16845,-149,0,216,1709870390,0,12426,12470,12467,12451,12378,12046,11958,11985,32645,1138,387,143,15410,3676,-3457,0,0,0,1709870390,1,18648,18623,18562,18418,18448,18441,18449,18466,16983,417,199,41,14587,-6437,4808,0,0,0,1709870390,2,17630,17624,17475,17528,17610,17666,17721,17699,9881,411,76,119,7804,-4435,-13817,0,0,0,1709870390,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390
1,31616,28108,30656,30068,31036,39,-198,16845,-149,0,216,1709870390,0,12633,12476,12155,11961,11931,11948,12074,12093,31734,1223,499,308,15112,3164,-2027,0,0,0,1709870390,1,17845,17975,17983,17872,17900,18037,18056,17919,12515,163,367,44,15188,-6523,4019,0,0,0,1709870390,2,18070,18095,18105,18144,18239,18386,18539,18601,15107,964,426,301,7142,-4147,-13815,0,0,0,1709870390,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390
1,31400,30276,30536,30016,31008,39,-198,16845,-149,0,216,1709870390,0,12042,12050,12067,12122,12167,12242,12277,12353,31784,518,227,176,15519,3502,-3187,0,0,0,1709870390,1,17420,17493,17556,17455,17324,17257,17231,17239,7903,653,70,82,14992,-6308,4603,0,0,0,1709870390,2,18552,18494,18506,18534,18533,18534,18634,18704,17419,297,217,75,7835,-4306,-13811,0,0,0,1709870390,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390
1,31420,30552,30508,30032,31004,39,-198,16845,-149,0,216,1709870390,0,12148,12223,12290,12317,12305,12208,12104,12090,32149,470,63,16,15905,3502,-3449,0,0,0,1709870390,1,17794,17855,17946,17997,18049,17983,17881,17831,12264,471,18,60,14592,-6174,4547,0,0,0,1709870390,2,18108,18166,18242,18270,18288,18209,18085,18046,14342,466,90,30,7525,-4167,-13521,0,0,0,1709870390,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,5,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,6,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,7,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390,8,0,0,0,0,0,0,0,0,0,0,0,0,Attribute not found,Attribute not found,Attribute not found,0,0,0,1709870390
